keywords,keyword_theme,event,speaker(s),other_tags,speaker_occupation,views,comments,popularity_index,video,description,year_published,year_filmed,date_published,#_languages,duration_(min),TED_url,label,id,photo,Cluster,theme_centrality,theme_bridging,x_tsne,y_tsne,x_force_directed,y_force_directed
history|storytelling|culture|literature|technology|social media|writing,"culture, business, technology",TEDSalon NY2013,Andrew Fitzgerald,,Editor,1000495,64,-0.18,https://embed.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction,"In the 1930s, broadcast radio introduced an entirely new form of storytelling; today, micro-blogging platforms like Twitter are changing the scene again. Andrew Fitzgerald takes a look at the (aptly) short but fascinating history of new forms of creative experimentation in fiction and storytelling.",2013,2013,1381503543,25,11.92,https://www.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction,Andrew Fitzgerald: Adventures in Twitter fiction,1599,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/andrew_fitzgerald_adventures_in_twitter_fiction.png,Cluster_3,0.1967054458911205,-0.6496288205275175,-5.982792854309082,25.462404251098633,0.08361970633268356,-0.0847487524151802
transportation|cities|culture|design,"design, art, architecture",TEDCity2.0,Jeff Speck,,Urban planner,1041732,124,0.01,https://embed.ted.com/talks/jeff_speck_the_walkable_city,"How do we solve the problem of the suburbs? Urbanist Jeff Speck shows how we can free ourselves from dependence on the car -- which he calls ""a gas-belching, time-wasting, life-threatening prosthetic device"" -- by making our cities more walkable and more pleasant for more people.",2013,2013,1381763957,26,16.93,https://www.ted.com/talks/jeff_speck_the_walkable_city,Jeff Speck: The walkable city,1600,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/jeff_speck_the_walkable_city.png,Cluster_12,0.3711532996082011,-0.2862871426659782,-29.099960327148438,-1.7992620468139648,0.03510240837931633,0.1998123973608017
health care|culture|death,"health, medicine, health care",TEDMED 2013,Amanda Bennett,,Journalist,986726,124,0.0,https://embed.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go,"Amanda Bennett and her husband were passionate and full of life all throughout their lives together -- and up until the final days, too. Bennett gives a sweet yet powerful talk on why, for the loved ones of the dying, having hope for a happy ending shouldn't warrant a diagnosis of ""denial."" She calls for a more heroic narrative for death -- to match the ones we have in life.",2013,2013,1381849202,24,15.4,https://www.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go,Amanda Bennett: We need a heroic narrative for death,1601,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/amanda_bennett_we_need_a_heroic_narrative_for_death.png,Cluster_7,-0.8648117574860624,0.9300721396543865,20.82181167602539,-20.992223739624023,0.04964170232415199,0.12352857738733292
culture|china|cities|creativity|design|photography|water|family,"design, art, architecture",TEDCity2.0,Iwan Baan,,Urban documentarian,1463086,195,0.18,https://embed.ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places,"In the center of Caracas, Venezuela, stands the 45-story ""Tower of David,"" an unfinished, abandoned skyscraper. But about eight years ago, people started moving in. Photographer Iwan Baan shows how people build homes in unlikely places, touring us through the family apartments of Torre David, a city on the water in Nigeria, and an underground village in China. Glorious images celebrate humanity's ability to survive and make a home -- anywhere.",2013,2013,1381936502,28,16.97,https://www.ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places,Iwan Baan: Ingenious homes in unexpected places,1602,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/iwan_baan_ingenious_homes_in_unexpected_places.png,Cluster_12,-0.2389807409658774,-0.1361131831264533,-10.743324279785156,10.379767417907715,0.13512477278709412,0.13602466881275177
technology|social media|policy|future|privacy|business,"business, global issues, technology",TEDGlobal 2013,Alessandro Acquisti,,Privacy economist,1305155,134,0.1,https://embed.ted.com/talks/alessandro_acquisti_why_privacy_matters,"The line between public and private has blurred in the past decade, both online and in real life, and Alessandro Acquisti is here to explain what this means and why it matters. In this thought-provoking, slightly chilling talk, he shares details of recent and ongoing research -- including a project that shows how easy it is to match a photograph of a stranger with their sensitive personal information.",2013,2013,1382022014,27,15.0,https://www.ted.com/talks/alessandro_acquisti_why_privacy_matters,Alessandro Acquisti: What will a future without secrets look like?,1603,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/alessandro_acquisti_what_will_a_future_without_secrets_look_like.png,Cluster_1,0.843628192028701,-0.6592974126411429,0.17283329367637634,-9.462160110473633,-0.07988434284925461,0.011178738437592983
culture|identity|art|meditation|self|performance|dance|language|performance art,"culture, religion, language",TEDGlobal 2013,Hetain Patel,,Artist,2663827,165,0.28,https://embed.ted.com/talks/hetain_patel_who_am_i_think_again,"How do we decide who we are? Hetain Patel's surprising performance plays with identity, language and accent -- and challenges you to think deeper than surface appearances. A delightful meditation on self, with performer Yuyu Rau, and inspired by Bruce Lee.",2013,2013,1382108360,36,9.1,https://www.ted.com/talks/hetain_patel_who_am_i_think_again,Hetain Patel: Who am I? Think again,1604,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/hetain_patel_who_am_i_think_again.png,Cluster_11,-1.047611477889683,0.3386400919619085,1.1339181661605835,16.149314880371094,0.28800511360168457,-0.08699873089790344
culture|sustainability|design|business|materials|global issues,"business, global issues, technology",TEDGlobal 2013,Steve Howard,,Corporate innovator,1041748,143,-0.01,https://embed.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,"The big blue buildings of Ikea have sprouted solar panels and wind turbines; inside, shelves are stocked with LED lighting and recycled cotton. Why? Because as Steve Howard puts it: ÛÏSustainability has gone from a nice-to-do to a must-do.Û Howard, the chief sustainability officer at the furniture megastore, talks about his quest to sell eco-friendly materials and practices -- both internally and to worldwide customers -- and lays a challenge for other global giants.",2013,2013,1382367748,27,13.3,https://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,Steve Howard: Let's go all-in on selling sustainability,1605,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/steve_howard_let_s_go_all_in_on_selling_sustainability.png,Cluster_1,0.07029961844840521,1.388983566949272,14.257402420043945,3.010409116744995,0.005483522545546293,0.02076495997607708
investment|economics|global issues|africa|business|education,"business, global issues, technology",TEDGlobal 2013,Charles Robertson,,Emerging-markets economist,1204089,207,0.06,https://embed.ted.com/talks/charles_robertson_africa_s_next_boom,"The past decade has seen slow and steady economic growth across the continent of Africa. But economist Charles Robertson has a bold thesis: Africa's about to boom. He talks through a few of the indicators -- from rising education levels to expanded global investment (and not just from China) -- that lead him to predict rapid growth for a billion people, sooner than you may think.",2013,2013,1382454693,28,11.55,https://www.ted.com/talks/charles_robertson_africa_s_next_boom,Charles Robertson: Africa's next boom,1606,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/charles_robertson_africa_s_next_boom.png,Cluster_1,1.257183551757276,-0.3521800504670236,21.144445419311523,-3.1733431816101074,0.01845400407910347,-0.07491049915552139
culture|literature|love|books|sex|meditation|relationships|writing,"culture, religion, language",TEDSalon NY2013,Parul Sehgal,,Literary critic,2158038,227,0.18,https://embed.ted.com/talks/parul_sehgal_an_ode_to_envy,"What is jealousy? What drives it, and why do we secretly love it? No study has ever been able to capture its ""loneliness, longevity, grim thrill"" -- that is, says Parul Sehgal, except for fiction. In an eloquent meditation she scours pages from literature to show how jealousy is not so different from a quest for knowledge.",2013,2013,1382540623,31,13.18,https://www.ted.com/talks/parul_sehgal_an_ode_to_envy,Parul Sehgal: An ode to envy,1607,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/parul_sehgal_an_ode_to_envy.png,Cluster_11,0.6818311319040546,-0.9346004195979255,3.752295732498169,26.931482315063477,0.4311002194881439,-0.22057734429836273
science|energy|exploration|dark matter|string theory|physics|universe|nanoscale,"universe, science, astronomy",TEDxCERN,Gian Giudice,tedx,Theoretical physicist,1644420,207,0.17,https://embed.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,"The biggest surprise of discovering the Higgs boson? That there were no surprises. Gian Giudice talks us through a problem in theoretical physics: what if the Higgs field exists in an ultra-dense state that could mean the collapse of all atomic matter? With wit and charm, Giudice outlines a grim fate -- and why we shouldn't start worrying just yet.",2013,2013,1382626930,30,14.17,https://www.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,Gian Giudice: Why our universe might exist on a knife-edge,1608,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/gian_giudice_why_our_universe_might_exist_on_a_knife_edge.png,Cluster_14,0.5545676384925403,-0.8083146987437637,-21.278934478759766,-22.062658309936523,-0.4659045934677124,0.01379544660449028
architecture|energy|design|nature|africa|community|shopping,"design, art, architecture",TEDGlobal 2013,Xavier Vilalta,ted fellows,Architect and urbanist,999700,84,-0.01,https://embed.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community,"When TED Fellow Xavier Vilalta was commissioned to create a multistory shopping mall in Addis Ababa, he panicked. Other centers represented everything he hated about contemporary architecture: wasteful, glass towers requiring tons of energy whose design had absolutely nothing to do with Africa. In this charming talk, Vilalta shows how he champions an alternative approach: to harness nature, reference design tradition and create beautiful, modern, iconic buildings fit for a community.",2013,2013,1382713208,28,7.73,https://www.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community,Xavier Vilalta: Architecture at home in its community,1609,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/xavier_vilalta_architecture_at_home_in_its_community.png,Cluster_12,-0.8351174044320989,-0.1841036331975835,-32.965553283691406,6.4789557456970215,-0.07504644244909286,-0.009431404992938042
investment|economics|women in business|technology|government|finance|innovation|business,"business, global issues, technology",TEDGlobal 2013,Mariana Mazzucato,,Innovation economist,816687,262,-0.13,https://embed.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator,"Why doesnÛªt the government just get out of the way and let the private sector -- the ÛÏreal revolutionariesÛ -- innovate? ItÛªs rhetoric you hear everywhere, and Mariana Mazzucato wants to dispel it. In an energetic talk, she shows how the state -- which many see as a slow, hunkering behemoth -- is really one of our most exciting risk-takers and market-shapers.",2013,2013,1382972395,20,14.07,https://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator,"Mariana Mazzucato: Government -- investor, risk-taker, innovator",1610,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/mariana_mazzucato_government_investor_risk_taker_innovator.png,Cluster_1,1.20761218436215,-0.9436479043956101,21.15386199951172,-1.311276912689209,-0.044311799108982086,-0.09801334142684937
plants|science|biology|agriculture|ecology|botany|communication|dna|anthropocene|farming|food,"science, biology, animals",TEDxUdeM,Mohamed Hijri,tedx,Biologist,618471,130,-0.22,https://embed.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,"There's a farming crisis no one is talking about: The world is running out of phosphorus, an essential element that's a key component of DNA and the basis of cellular communication. As biologist Mohamed Hijri shows, all roads of this crisis lead back to how we farm -- with chemical fertilizers chock-full of the element, which plants are not efficient at absorbing. One solution? A microscopic mushroom ...",2013,2013,1383058948,22,13.68,https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,Mohamed Hijri: A simple solution to the coming phosphorus crisis,1611,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis.png,Cluster_2,-0.6486092999912265,-0.7973843297393974,-1.6603726148605347,-39.856170654296875,-0.5301300883293152,0.5925643444061279
storytelling|culture|entertainment|technology|communication,"culture, business, technology",TEDGlobal 2013,Abha Dawesar,,Novelist,1245695,194,-0.08,https://embed.ted.com/talks/abha_dawesar_life_in_the_digital_now,"One year ago, Abha Dawesar was living in blacked-out Manhattan post-Sandy, scrounging for power to connect. As a novelist, she was struck by this metaphor: Have our lives now become fixated on the drive to digitally connect, while we miss out on what's real?",2013,2013,1383146179,26,12.02,https://www.ted.com/talks/abha_dawesar_life_in_the_digital_now,"Abha Dawesar: Life in the ""digital now""",1612,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/abha_dawesar_life_in_the_digital_now.png,Cluster_3,1.0866601919058,1.698980095031065,-6.560598373413086,23.87063980102539,0.09555643796920776,-0.12735970318317413
disaster relief|women|nuclear energy|community|adventure,"business, global issues, technology",TEDGlobal 2013,Holly Morris,,Explorer and filmmaker,1108528,172,0.02,https://embed.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home,"Chernobyl was the site of the world's worst nuclear accident and, for the past 27 years, the area around the plant has been known as the Exclusion Zone. And yet, a community of about 200 people live there -- almost all of them elderly women. These proud grandmas defied orders to relocate because their connection to their homeland and to their community are ""forces that rival even radiation."" ",2013,2013,1383231495,31,8.85,https://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home,Holly Morris: Why stay in Chernobyl? Because it's home.,1613,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/holly_morris_why_stay_in_chernobyl_because_it_s_home.png,Cluster_1,-0.9735206076643158,-0.9436479043956101,8.644468307495117,1.3691818714141846,0.7344565987586975,0.10369255393743515
culture|invention|demo|art|asia,"design, art, architecture",TED2013,Dong Woo Jang,,Bow designer,2290464,167,0.38,https://embed.ted.com/talks/dong_woo_jang_the_art_of_bow_making,"Dong Woo Jang has an unusual after school hobby. Jang, who was 15 when he gave the talk, tells the story of how living in the concrete jungle of Seoul inspired him to build the perfect bow. Watch him demo one of his beautiful hand-crafted archer's bows.",2013,2013,1383318064,31,8.47,https://www.ted.com/talks/dong_woo_jang_the_art_of_bow_making,Dong Woo Jang: The art of bow-making,1614,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/dong_woo_jang_the_art_of_bow_making.png,Cluster_12,-0.7191389915449768,0.5369096737325083,-11.730362892150879,17.554574966430664,0.21416549384593964,-0.08689599484205246
violence|terrorism|brand|innovation|business|narcotics|global issues,"business, global issues, technology",TEDSalon NY2013,Rodrigo Canales,,Business professor,2225283,286,0.35,https://embed.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels,"Up to 100,000 people died in drug-related violence in Mexico in the last 6 years. We might think this has nothing to do with us, but in fact we are all complicit, says Yale professor Rodrigo Canales in this unflinching talk that turns conventional wisdom about drug cartels on its head. The carnage is not about faceless, ignorant goons mindlessly killing each other but is rather the result of some seriously sophisticated brand management.",2013,2013,1383580874,25,17.87,https://www.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels,Rodrigo Canales: The deadly genius of drug cartels,1615,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/rodrigo_canales_the_deadly_genius_of_drug_cartels.png,Cluster_1,-0.9241091658762829,0.3503336254720668,27.554048538208008,4.747981071472168,0.13218195736408234,0.12059251964092255
culture|sanitation|business|anthropology,"culture, business, technology",TEDCity2.0,Robin Nagle,,Trash anthropologist,1628594,148,0.06,https://embed.ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash,"New York City residents produce 11,000 tons of garbage every day. Every day! This astonishing statistic is just one of the reasons Robin Nagle started a research project with the city's Department of Sanitation. She walked the routes, operated mechanical brooms, even drove a garbage truck herself--all so she could answer a simple-sounding but complicated question: who cleans up after us?",2013,2013,1383667226,33,7.87,https://www.ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash,Robin Nagle: What I discovered in New York City  trash,1616,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/robin_nagle_what_i_discovered_in_new_york_city_trash.png,Cluster_3,0.1967054458911205,-0.6496288205275175,9.893722534179688,9.389312744140625,0.019031357020139694,-0.18797846138477325
neuroscience|science|biology|disability|cyborg|technology|brain|health care|innovation|medicine|communication|medical research|biotech|animals,"health, medicine, health care",TEDGlobal 2013,GrÌ©goire Courtine,,Spinal cord researcher,926295,156,-0.03,https://embed.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked,"A spinal cord injury can sever the communication between your brain and your body, leading to paralysis. Fresh from his lab, GrÌ©goire Courtine shows a new method -- combining drugs, electrical stimulation and a robot -- that could re-awaken the neural pathways and help the body learn again to move on its own. See how it works, as a paralyzed rat becomes able to run and navigate stairs.",2013,2013,1383754502,27,14.38,https://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked,GrÌ©goire Courtine: The paralyzed rat that walked,1617,,Cluster_7,0.2020529216226874,0.2881252990048304,12.813201904296875,-29.756925582885742,-0.41574713587760925,0.06826144456863403
internet|surveillance|data|terrorism|technology|security|trust|computers|global issues,"business, global issues, technology",TEDxBrussels,Mikko Hypponen,,Cybersecurity expert,1535238,515,0.18,https://embed.ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,"Recent events have highlighted, underlined and bolded the fact that the United States is performing blanket surveillance on any foreigner whose data passes through an American entity -- whether they are suspected of wrongdoing or not. This means that, essentially, every international user of the internet is being watched, says Mikko Hypponen. An important rant, wrapped with a plea: to find alternative solutions to using American companies for the world's information needs.",2013,2013,1383840138,30,19.3,https://www.ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,Mikko Hypponen: How the NSA betrayed the world's trust -- time to act,1618,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act.png,Cluster_1,0.4947488572721294,-0.4152576064335556,3.4022164344787598,-4.293663024902344,0.06190649792551994,0.14313526451587677
math|entertainment|magic,"music, live music, performance",TEDGlobal 2013,Arthur Benjamin,,Mathemagician,4376218,325,0.63,https://embed.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers,"Math is logical, functional and just ... awesome. Mathemagician Arthur Benjamin explores hidden properties of that weird and wonderful set of numbers, the Fibonacci series. (And reminds you that mathematics can be inspiring, too!)",2013,2013,1383926461,44,6.4,https://www.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers,Arthur Benjamin: The magic of Fibonacci numbers,1619,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/arthur_benjamin_the_magic_of_fibonacci_numbers.png,Cluster_4,-0.6888471307813686,-0.04268727999769637,-16.352519989013672,23.52068519592285,0.16077782213687897,-0.4715232849121094
china|economics|democracy|asia|africa|infrastructure|capitalism|politics|global issues,"business, global issues, technology",TEDGlobal 2013,Dambisa Moyo,,Global economist ,2060055,833,0.32,https://embed.ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies,"The developed world holds up the ideals of capitalism, democracy and political rights for all. Those in emerging markets often don't have that luxury. In this powerful talk, economist Dambisa Moyo makes the case that the west can't afford to rest on its laurels and imagine others will blindly follow. Instead, a different model, embodied by China, is increasingly appealing. A call for open-minded political and economic cooperation in the name of transforming the world.",2013,2013,1384186168,25,16.38,https://www.ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies,Dambisa Moyo: Is China the new idol for emerging economies?,1620,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/dambisa_moyo_is_china_the_new_idol_for_emerging_economies.png,Cluster_1,-0.5193129434936127,-0.4765670940572068,24.726573944091797,4.613955974578857,0.26023513078689575,0.10064778476953506
agriculture|mind|sight|urban planning|design|senses|blindness,"technology, design, demo",TEDCity2.0,Chris Downey,,Architect,970048,100,-0.09,https://embed.ted.com/talks/chris_downey_design_with_the_blind_in_mind,"What would a city designed for the blind be like? Chris Downey is an architect who went suddenly blind in 2008; he contrasts life in his beloved San Francisco before and after -- and shows how the thoughtful designs that enhance his life now might actually make everyone's life better, sighted or not.",2013,2013,1384272989,30,11.67,https://www.ted.com/talks/chris_downey_design_with_the_blind_in_mind,Chris Downey: Design with the blind in mind,1621,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/chris_downey_design_with_the_blind_in_mind.png,Cluster_5,-0.2509768543508518,-1.171894784769342,-24.418983459472656,-10.008395195007324,-0.4657181203365326,-0.11556728929281235
violence|terrorism|peace|cities|africa|innovation|entrepreneur|global issues,"global issues, war, education",TEDCity2.0,Mohamed Ali,,Human rights advocate,1017789,209,-0.01,https://embed.ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism,"For the young and unemployed in the world's big cities, dreams of opportunity and wealth do come true -- but too often because they're heavily recruited by terrorist groups and other violent organizations. Human rights advocate Mohamed Ali draws on stories from his native Mogadishu to make a powerful case for innovation incubators for our cities' young and ambitious.",2013,2013,1384358389,32,9.02,https://www.ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism,Mohamed Ali: The link between unemployment and terrorism,1622,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/mohamed_ali_the_link_between_unemployment_and_terrorism.png,Cluster_0,-0.6864206240018595,0.8152740355631363,24.307756423950195,13.354217529296875,0.1310032606124878,-0.0046990844421088696
data|health care|health|surgery|medical research|public health,"health, medicine, health care",TED@BCG Singapore,Stefan Larsson,,Value-based health care advocate,848735,126,-0.08,https://embed.ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other,"Different hospitals produce different results on different procedures. Only, patients donÛªt know that data, making choosing a surgeon a high-stakes guessing game. Stefan Larsson looks at what happens when doctors measure and share their outcomes on hip replacement surgery, for example, to see which techniques are proving the most effective. Could health care get better -- and cheaper -- if doctors learn from each other in a continuous feedback loop?",2013,2013,1384444805,32,12.93,https://www.ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other,Stefan Larsson: What doctors can learn from each other,1623,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/stefan_larsson_what_doctors_can_learn_from_each_other.png,Cluster_7,-0.09851798487702401,-0.7565195848388008,22.137258529663086,-27.121719360351562,-0.35224437713623047,0.24413836002349854
entertainment|gaming|performance|play,"music, live music, performance",TEDGlobal 2013,Jane McGonigal,,Game Designer,1154880,147,0.07,https://embed.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling,"What happens when you get an entire audience to stand up and connect with one another? Chaos, that's what. At least, that's what happened when Jane McGonigal tried to teach TED to play her favorite game. Then again, when the game is ""massively multiplayer thumb-wrestling,"" what else would you expect?",2013,2013,1384531417,33,7.3,https://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling,Jane McGonigal: Massively multi-playerÛ_ thumb-wrestling?,1624,,Cluster_4,-0.5861111322967466,-0.107645146554509,-17.931224822998047,32.82565689086914,0.16656264662742615,-0.30568835139274597
conservation|sustainability|drones|crime|health|animals|global issues,"global issues, war, education",TEDGlobal 2013,Lian Pin Koh,,Drones ecologist,599368,138,-0.27,https://embed.ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,"Ecologist Lian Pin Koh makes a persuasive case for using drones to protect the world's forests and wildlife. These lightweight autonomous flying vehicles can track animals in their natural habitat, monitor the health of rainforests, even combat crime by detecting poachers via thermal imaging. Added bonus? They're also entirely affordable.",2013,2013,1384790400,23,13.5,https://www.ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,Lian Pin Koh: A drone's-eye view of conservation,1625,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/lian_pin_koh_a_drone_s_eye_view_of_conservation.png,Cluster_0,-1.160047543637939,-0.01672664831219057,23.080507278442383,-16.040145874023438,0.12332894653081894,0.253512978553772
plants|science|conservation|natural resources|drones|ecology|botany|trees|environment|mining|map|weather|biodiversity|photography|africa|climate change|animals|visualizations|green|technology|data|nature,"science, biology, animals",TEDGlobal 2013,Greg Asner,,Airborne ecologist,692579,177,-0.17,https://embed.ted.com/talks/greg_asner_ecology_from_the_air,"What are our forests really made of? From the air, ecologist Greg Asner uses a spectrometer and high-powered lasers to map nature in meticulous kaleidoscopic 3D detail -- what he calls ""a very high-tech accounting system"" of carbon. In this fascinating talk, Asner gives a clear message: To save our ecosystems, we need more data, gathered in new ways.",2013,2013,1384876854,28,13.83,https://www.ted.com/talks/greg_asner_ecology_from_the_air,Greg Asner: Ecology from the air,1626,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/greg_asner_ecology_from_the_air.png,Cluster_2,0.3876728618765781,-0.7973843297393974,-3.9578239917755127,-41.89785385131836,-0.37190428376197815,0.5968149900436401
garden|culture|disability|robots|technology|humanity,"culture, business, technology",TEDxMidAtlantic,Henry Evans and Chad Jenkins,tedx,Robotics activist,1203523,224,-0.09,https://embed.ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity,"Paralyzed by a stroke, Henry Evans uses a telepresence robot to take the stage and show how new robotics, tweaked and personalized by a group called Robots for Humanity, help him live his life to the full. He shows off a nimble little quadrotor drone, created by a team led by Chad Jenkins, that gives him the ability to once again stroll a garden, visit a campus or give a TEDx Talk.",2013,2013,1384964950,28,10.35,https://www.ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity,Henry Evans and Chad Jenkins: Meet the robots for humanity,1627,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity.png,Cluster_3,-0.4257697063898843,0.6400652173605391,-0.6962612271308899,1.648041844367981,-0.09327145665884018,-0.09247199445962906
internet|drones|transportation|technology|medicine|infrastructure|food,"technology, design, demo",TEDGlobal 2013,Andreas Raptopoulos,,Airborne logistics activist,992489,291,-0.08,https://embed.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that,"A billion people in the world lack access to all-season roads. Could the structure of the internet provide a model for how to reach them? Andreas Raptopoulos of Matternet thinks so. He introduces a new type of transportation system that uses electric autonomous flying machines to deliver medicine, food, goods and supplies wherever they are needed.",2013,2013,1385049552,27,9.22,https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that,Andreas Raptopoulos: No roads? There's a drone for that,1628,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/andreas_raptopoulos_no_roads_there_s_a_drone_for_that.png,Cluster_5,-1.07204101660536,-0.2536188567521723,-4.653038501739502,-11.259211540222168,-0.3203056752681732,-0.020273711532354355
neuroscience|science|memory|mind|productivity|brain|psychology|consciousness|cognitive science|intelligence,"brain, psychology, mind",TEDGlobal 2013,Peter Doolittle,,Educational psychology professor,2030203,258,0.02,https://embed.ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world,"""Life comes at us very quickly, and what we need to do is take that amorphous flow of experience and somehow extract meaning from it."" In this funny, enlightening talk, educational psychologist Peter Doolittle details the importance -- and limitations -- of your ""working memory,"" that part of the brain that allows us to make sense of what's happening right now.",2013,2013,1385136008,35,9.48,https://www.ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world,"Peter Doolittle: How your ""working memory"" makes sense of the world",1629,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/peter_doolittle_how_your_working_memory_makes_sense_of_the_world.png,Cluster_8,3.262351512811651,-0.8057143769473344,5.816224575042725,-21.441509246826172,-0.3542992174625397,-0.2261907309293747
aging|culture|society|social change,"culture, business, technology",TED2013,Jared Diamond,,Civilization scholar,923663,182,-0.22,https://embed.ted.com/talks/jared_diamond_how_societies_can_grow_old_better,"There's an irony behind the latest efforts to extend human life: It's no picnic to be an old person in a youth-oriented society. Older people can become isolated, lacking meaningful work and low on funds. In this intriguing talk, Jared Diamond looks at how many different societies treat their elders -- some better, some worse -- and suggests we all take advantage of experience.",2013,2013,1385396215,31,18.18,https://www.ted.com/talks/jared_diamond_how_societies_can_grow_old_better,Jared Diamond: How societies can grow old better,1630,https://openmappr-images.sfo2.digitaloceanspaces.com/thumbnail/jared_diamond_how_societies_can_grow_old_better.png,Cluster_3,0.6505863572916584,-0.5000469581261262,12.147348403930664,11.918192863464355,0.1616973727941513,-0.12247860431671143
