From,To,Label,Type,Tags,Description,category,confidence,flat,negative,positive,skip,fromName,toName,Source,Target,votes,fracPos,fracNeg,fracFlat,sign,isPos,isNeg,new_sign
43,13,,,,,all,1.5,1,0,3,0,their ability to find others like them,their awareness of what's happening among their friends,43,13,4,0.75,0.0,0.25,positive,1,0,positive
55,1,,,,,all,1.8,0,0,4,1,their ability to know the benefit of sharing information online,their access to trusted information about mental health,55,1,4,1.0,0.0,0.0,positive,1,0,positive
76,65,,,,,all,1.75,0,0,4,0,their ability to recognize when they're going gown down a trap of negative content or comments,their ability to empathize with and understand other perspectives,76,65,4,1.0,0.0,0.0,positive,1,0,positive
35,12,,,,,all,1.75,1,0,3,0,their ability to recover from negative or adverse events that happen to them (online or in person),the time they spend with friends in person,35,12,4,0.75,0.0,0.25,positive,1,0,positive
70,20,,,,,all,2.5,1,0,3,0,their ability to explore their identity safely,the time they spend being a part of their heritage and culture,70,20,4,0.75,0.0,0.25,positive,1,0,positive
1,0,,,,,all,2.333333333333333,0,0,3,0,their access to trusted information about mental health,"their access to trusted information about mental, physical and sexual health & development",1,0,3,1.0,0.0,0.0,positive,1,0,positive
1,76,,,,,all,2.333333333333333,0,0,3,0,their access to trusted information about mental health,their ability to recognize when they're going gown down a trap of negative content or comments,1,76,3,1.0,0.0,0.0,positive,1,0,positive
56,72,,,,,all,2.25,0,0,3,1,their certainty that they matter to themself and to others,their ability to relax when they're stressed,56,72,3,1.0,0.0,0.0,positive,1,0,positive
49,72,,,,,all,2.25,0,0,4,0,their assurance that they are not not alone and have others to depend on,their ability to relax when they're stressed,49,72,4,1.0,0.0,0.0,positive,1,0,positive
15,53,,,,,all,2.25,1,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their ability to recognize mental health challenges they should seek support for,15,53,4,0.75,0.0,0.25,positive,1,0,positive
11,22,,,,,all,2.0,1,0,3,0,the time they spend with friends online,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",11,22,4,0.75,0.0,0.25,positive,1,0,positive
72,15,,,,,all,2.5,1,0,3,0,their ability to relax when they're stressed,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",72,15,4,0.75,0.0,0.25,positive,1,0,positive
0,41,,,,,all,2.25,1,0,3,0,"their access to trusted information about mental, physical and sexual health & development",their ability to manage their reputation online (including what others post about them),0,41,4,0.75,0.0,0.25,positive,1,0,positive
56,71,,,,,all,2.25,1,0,3,0,their certainty that they matter to themself and to others,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",56,71,4,0.75,0.0,0.25,positive,1,0,positive
33,42,,,,,all,2.75,0,0,4,0,their ability to engage with systems and institutions designed to support them,their ability to cope with feelings of being lonely,33,42,4,1.0,0.0,0.0,positive,1,0,positive
43,11,,,,,all,3.0,0,0,3,0,their ability to find others like them,the time they spend with friends online,43,11,3,1.0,0.0,0.0,positive,1,0,positive
3,60,,,,,all,2.75,1,0,3,0,their willingness to use mental health resources,their level of self-esteem,3,60,4,0.75,0.0,0.25,positive,1,0,positive
71,57,,,,,all,3.0,0,0,3,0,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their belief that they are part of a community,71,57,3,1.0,0.0,0.0,positive,1,0,positive
65,21,,,,,all,2.5,0,1,3,0,their ability to empathize with and understand other perspectives,their ability to help others and/or contribute to something bigger than themselves,65,21,4,0.75,0.25,0.0,positive,1,0,positive
28,76,,,,,all,2.75,0,1,3,0,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",their ability to recognize when they're going gown down a trap of negative content or comments,28,76,4,0.75,0.25,0.0,positive,1,0,positive
56,42,,,,,all,2.333333333333333,0,0,3,0,their certainty that they matter to themself and to others,their ability to cope with feelings of being lonely,56,42,3,1.0,0.0,0.0,positive,1,0,positive
26,76,,,,,all,2.25,1,0,3,0,"their exposure to positive parenting (consistent, respectful, supportive)",their ability to recognize when they're going gown down a trap of negative content or comments,26,76,4,0.75,0.0,0.25,positive,1,0,positive
72,14,,,,,all,2.5,0,0,4,0,their ability to relax when they're stressed,their ability to tell their friends about their life and experiences,72,14,4,1.0,0.0,0.0,positive,1,0,positive
26,23,,,,,all,2.2,0,0,4,1,"their exposure to positive parenting (consistent, respectful, supportive)","their participation in positive events that are fun, joyous, and exciting",26,23,4,1.0,0.0,0.0,positive,1,0,positive
60,76,,,,,all,2.25,1,0,3,0,their level of self-esteem,their ability to recognize when they're going gown down a trap of negative content or comments,60,76,4,0.75,0.0,0.25,positive,1,0,positive
31,15,,,,,all,2.0,1,0,3,1,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible","the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",31,15,4,0.75,0.0,0.25,positive,1,0,positive
45,68,,,,,all,2.5,0,0,4,0,their ability to disconnect from electronic devices,their ability to manage boredom,45,68,4,1.0,0.0,0.0,positive,1,0,positive
27,63,,,,,all,2.4,1,0,4,0,their exposure to high quality news and current events,their ability to trust that adults in their life have their best interests at heart,27,63,5,0.8,0.0,0.2,positive,1,0,positive
37,40,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with anxious feelings,their ability to cope with and overcome hardship or challenges in their life,37,40,3,1.0,0.0,0.0,positive,1,0,positive
16,52,,,,,all,2.25,0,0,4,0,the presence and experience of love in their life,the amount of external recognition or validation they receive for something good they did,16,52,4,1.0,0.0,0.0,positive,1,0,positive
9,76,,,,,all,2.0,0,0,3,0,their ability to stay in touch with people (nearby or far away; friends and intergenerational members of community),their ability to recognize when they're going gown down a trap of negative content or comments,9,76,3,1.0,0.0,0.0,positive,1,0,positive
72,64,,,,,all,2.0,0,0,3,1,their ability to relax when they're stressed,their ability to recover and learn from their mistakes,72,64,3,1.0,0.0,0.0,positive,1,0,positive
4,40,,,,,all,2.0,0,0,3,0,"their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",their ability to cope with and overcome hardship or challenges in their life,4,40,3,1.0,0.0,0.0,positive,1,0,positive
21,17,,,,,all,2.25,0,0,3,0,their ability to help others and/or contribute to something bigger than themselves,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",21,17,3,1.0,0.0,0.0,positive,1,0,positive
48,66,,,,,all,2.25,1,0,3,0,"their ability to recognize exploitative relationships (gaslighting, manipulation, controlling)",their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),48,66,4,0.75,0.0,0.25,positive,1,0,positive
47,66,,,,,all,2.0,0,0,3,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),47,66,3,1.0,0.0,0.0,positive,1,0,positive
49,34,,,,,all,2.6666666666666665,0,0,4,1,their assurance that they are not not alone and have others to depend on,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",49,34,4,1.0,0.0,0.0,positive,1,0,positive
58,65,,,,,all,1.8,0,4,1,0,their belief that everyone is better off than they are,their ability to empathize with and understand other perspectives,58,65,5,0.2,0.8,0.0,negative,0,1,positive
21,66,,,,,all,3.0,0,0,4,0,their ability to help others and/or contribute to something bigger than themselves,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),21,66,4,1.0,0.0,0.0,positive,1,0,positive
33,43,,,,,all,2.5,0,0,4,0,their ability to engage with systems and institutions designed to support them,their ability to find others like them,33,43,4,1.0,0.0,0.0,positive,1,0,positive
56,3,,,,,all,2.5,0,3,1,0,their certainty that they matter to themself and to others,their willingness to use mental health resources,56,3,4,0.25,0.75,0.0,negative,0,1,positive
74,46,,,,,all,2.75,1,0,3,0,their ability to consider the purpose and meaning of a good life,their ability to face and overcome challenges,74,46,4,0.75,0.0,0.25,positive,1,0,positive
47,43,,,,,all,2.0,1,0,4,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to find others like them,47,43,5,0.8,0.0,0.2,positive,1,0,positive
71,34,,,,,all,2.0,0,0,3,0,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",71,34,3,1.0,0.0,0.0,positive,1,0,positive
72,36,,,,,all,2.25,1,3,0,0,their ability to relax when they're stressed,"the influence of online content and personalities on them and their identity (influencers, celebrities)",72,36,4,0.0,0.75,0.25,negative,0,1,positive
11,6,,,,,all,3.0,0,3,0,0,the time they spend with friends online,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",11,6,3,0.0,1.0,0.0,negative,0,1,positive
60,64,,,,,all,2.25,0,0,4,0,their level of self-esteem,their ability to recover and learn from their mistakes,60,64,4,1.0,0.0,0.0,positive,1,0,positive
54,35,,,,,all,2.5,0,0,4,0,"their ability to know who their real, trusted friends are",their ability to recover from negative or adverse events that happen to them (online or in person),54,35,4,1.0,0.0,0.0,positive,1,0,positive
51,60,,,,,all,2.25,0,0,4,0,their ability to take a long term perspective during challenging times,their level of self-esteem,51,60,4,1.0,0.0,0.0,positive,1,0,positive
49,76,,,,,all,2.25,0,0,4,0,their assurance that they are not not alone and have others to depend on,their ability to recognize when they're going gown down a trap of negative content or comments,49,76,4,1.0,0.0,0.0,positive,1,0,positive
74,71,,,,,all,2.4,1,0,4,0,their ability to consider the purpose and meaning of a good life,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",74,71,5,0.8,0.0,0.2,positive,1,0,positive
31,29,,,,,all,2.0,0,4,0,0,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible","the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)",31,29,4,0.0,1.0,0.0,negative,0,1,positive
1,14,,,,,all,2.0,0,1,3,0,their access to trusted information about mental health,their ability to tell their friends about their life and experiences,1,14,4,0.75,0.25,0.0,positive,1,0,positive
33,66,,,,,all,2.75,1,0,3,0,their ability to engage with systems and institutions designed to support them,their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),33,66,4,0.75,0.0,0.25,positive,1,0,positive
35,74,,,,,all,2.75,0,0,3,1,their ability to recover from negative or adverse events that happen to them (online or in person),their ability to consider the purpose and meaning of a good life,35,74,3,1.0,0.0,0.0,positive,1,0,positive
65,17,,,,,all,2.4,1,0,4,0,their ability to empathize with and understand other perspectives,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",65,17,5,0.8,0.0,0.2,positive,1,0,positive
7,40,,,,,all,2.25,1,0,3,0,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their ability to cope with and overcome hardship or challenges in their life,7,40,4,0.75,0.0,0.25,positive,1,0,positive
13,14,,,,,all,2.0,0,0,5,0,their awareness of what's happening among their friends,their ability to tell their friends about their life and experiences,13,14,5,1.0,0.0,0.0,positive,1,0,positive
3,59,,,,,all,2.0,0,0,4,0,their willingness to use mental health resources,their level of self confidence,3,59,4,1.0,0.0,0.0,positive,1,0,positive
65,43,,,,,all,2.25,1,0,3,0,their ability to empathize with and understand other perspectives,their ability to find others like them,65,43,4,0.75,0.0,0.25,positive,1,0,positive
28,11,,,,,all,1.75,0,0,4,0,"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",the time they spend with friends online,28,11,4,1.0,0.0,0.0,positive,1,0,positive
1,46,,,,,all,2.75,0,1,3,0,their access to trusted information about mental health,their ability to face and overcome challenges,1,46,4,0.75,0.25,0.0,positive,1,0,positive
10,16,,,,,all,2.333333333333333,0,3,0,0,the time they spend with others online,the presence and experience of love in their life,10,16,3,0.0,1.0,0.0,negative,0,1,positive
62,64,,,,,all,2.0,0,4,0,0,"their desire for popularity (likes, followers, shares)",their ability to recover and learn from their mistakes,62,64,4,0.0,1.0,0.0,negative,0,1,positive
42,72,,,,,all,2.25,0,0,4,0,their ability to cope with feelings of being lonely,their ability to relax when they're stressed,42,72,4,1.0,0.0,0.0,positive,1,0,positive
60,50,,,,,all,2.4,0,0,5,0,their level of self-esteem,their ability to evaluate the emotional risk before an action they want to take,60,50,5,1.0,0.0,0.0,positive,1,0,positive
69,14,,,,,all,2.25,1,0,3,0,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",their ability to tell their friends about their life and experiences,69,14,4,0.75,0.0,0.25,positive,1,0,positive
33,64,,,,,all,2.25,1,0,3,0,their ability to engage with systems and institutions designed to support them,their ability to recover and learn from their mistakes,33,64,4,0.75,0.0,0.25,positive,1,0,positive
47,57,,,,,all,2.25,0,1,3,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their belief that they are part of a community,47,57,4,0.75,0.25,0.0,positive,1,0,positive
16,14,,,,,all,2.6666666666666665,0,0,3,0,the presence and experience of love in their life,their ability to tell their friends about their life and experiences,16,14,3,1.0,0.0,0.0,positive,1,0,positive
11,70,,,,,all,2.25,1,0,3,0,the time they spend with friends online,their ability to explore their identity safely,11,70,4,0.75,0.0,0.25,positive,1,0,positive
29,32,,,,,all,1.6666666666666667,0,3,0,0,"the frequency of negative feedback to their online activities (e.g., dislikes, thumbs down, negative comments)","the ability of ""the internet""  to forget or remove negative moments of their life so it's not forever accessible",29,32,3,0.0,1.0,0.0,negative,0,1,positive
4,55,,,,,all,2.0,1,0,3,0,"their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",their ability to know the benefit of sharing information online,4,55,4,0.75,0.0,0.25,positive,1,0,positive
63,49,,,,,all,2.5,0,0,4,0,their ability to trust that adults in their life have their best interests at heart,their assurance that they are not not alone and have others to depend on,63,49,4,1.0,0.0,0.0,positive,1,0,positive
46,23,,,,,all,3.0,0,0,3,0,their ability to face and overcome challenges,"their participation in positive events that are fun, joyous, and exciting",46,23,3,1.0,0.0,0.0,positive,1,0,positive
22,16,,,,,all,2.0,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",the presence and experience of love in their life,22,16,4,1.0,0.0,0.0,positive,1,0,positive
25,28,,,,,all,2.0,1,9,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),"the frequency of positive feedback to their online activities (e.g., likes, applauses, positive comments)",25,28,10,0.0,0.9,0.1,negative,0,1,positive
17,38,,,,,all,1.75,1,0,3,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",their ability to control and moderate their time online,17,38,4,0.75,0.0,0.25,positive,1,0,positive
50,41,,,,,all,2.25,0,0,3,1,their ability to evaluate the emotional risk before an action they want to take,their ability to manage their reputation online (including what others post about them),50,41,3,1.0,0.0,0.0,positive,1,0,positive
37,51,,,,,all,2.4,1,0,4,0,their ability to cope with anxious feelings,their ability to take a long term perspective during challenging times,37,51,5,0.8,0.0,0.2,positive,1,0,positive
72,50,,,,,all,2.25,0,0,4,0,their ability to relax when they're stressed,their ability to evaluate the emotional risk before an action they want to take,72,50,4,1.0,0.0,0.0,positive,1,0,positive
43,69,,,,,all,2.0,0,0,3,0,their ability to find others like them,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",43,69,3,1.0,0.0,0.0,positive,1,0,positive
18,44,,,,,all,1.75,1,0,3,0,the number of places and groups of people where they are welcome and appreciated,their ability to control or manage personal information they disclose online,18,44,4,0.75,0.0,0.25,positive,1,0,positive
40,60,,,,,all,2.0,0,1,3,0,their ability to cope with and overcome hardship or challenges in their life,their level of self-esteem,40,60,4,0.75,0.25,0.0,positive,1,0,positive
0,46,,,,,all,2.0,0,0,3,0,"their access to trusted information about mental, physical and sexual health & development",their ability to face and overcome challenges,0,46,3,1.0,0.0,0.0,positive,1,0,positive
34,74,,,,,all,2.0,0,0,4,0,"their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",their ability to consider the purpose and meaning of a good life,34,74,4,1.0,0.0,0.0,positive,1,0,positive
57,7,,,,,all,2.5,0,0,4,0,their belief that they are part of a community,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",57,7,4,1.0,0.0,0.0,positive,1,0,positive
57,68,,,,,all,2.0,0,0,4,0,their belief that they are part of a community,their ability to manage boredom,57,68,4,1.0,0.0,0.0,positive,1,0,positive
23,37,,,,,all,1.8,1,0,4,0,"their participation in positive events that are fun, joyous, and exciting",their ability to cope with anxious feelings,23,37,5,0.8,0.0,0.2,positive,1,0,positive
15,20,,,,,all,2.0,0,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",the time they spend being a part of their heritage and culture,15,20,3,1.0,0.0,0.0,positive,1,0,positive
51,35,,,,,all,2.333333333333333,0,0,3,0,their ability to take a long term perspective during challenging times,their ability to recover from negative or adverse events that happen to them (online or in person),51,35,3,1.0,0.0,0.0,positive,1,0,positive
15,18,,,,,all,2.0,0,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",the number of places and groups of people where they are welcome and appreciated,15,18,3,1.0,0.0,0.0,positive,1,0,positive
25,59,,,,,all,2.4,1,4,0,0,their exposure to hurtful/hateful personal content (like mocking and bullying),their level of self confidence,25,59,5,0.0,0.8,0.2,negative,0,1,positive
45,22,,,,,all,2.25,1,0,3,0,their ability to disconnect from electronic devices,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",45,22,4,0.75,0.0,0.25,positive,1,0,positive
2,61,,,,,all,1.75,0,1,3,0,their access to mental health resources,their belief that they will be found if they get lost,2,61,4,0.75,0.25,0.0,positive,1,0,positive
73,38,,,,,all,2.333333333333333,0,0,3,0,their ability to get enough sleep,their ability to control and moderate their time online,73,38,3,1.0,0.0,0.0,positive,1,0,positive
76,31,,,,,all,2.25,1,0,3,0,their ability to recognize when they're going gown down a trap of negative content or comments,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",76,31,4,0.75,0.0,0.25,positive,1,0,positive
37,46,,,,,all,2.333333333333333,0,0,3,0,their ability to cope with anxious feelings,their ability to face and overcome challenges,37,46,3,1.0,0.0,0.0,positive,1,0,positive
75,71,,,,,all,2.2,0,0,5,0,their ability to set goals and take actions towards those goals,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",75,71,5,1.0,0.0,0.0,positive,1,0,positive
39,22,,,,,all,2.25,1,0,3,0,their ability to control and moderate the content they process online,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",39,22,4,0.75,0.0,0.25,positive,1,0,positive
49,5,,,,,all,1.75,1,0,3,0,their assurance that they are not not alone and have others to depend on,"their access to resources of daily life (food, shelter, safe environment, money)",49,5,4,0.75,0.0,0.25,positive,1,0,positive
6,66,,,,,all,2.5,0,0,3,0,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",their level of resilience (being flexible and agile in response to events and knowing they can get up if they fall down),6,66,3,1.0,0.0,0.0,positive,1,0,positive
15,52,,,,,all,2.25,1,0,3,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",the amount of external recognition or validation they receive for something good they did,15,52,4,0.75,0.0,0.25,positive,1,0,positive
6,38,,,,,all,2.333333333333333,0,0,3,0,"the time they spend reading a book, creating art, making music, doing schoolwork, etc.",their ability to control and moderate their time online,6,38,3,1.0,0.0,0.0,positive,1,0,positive
71,24,,,,,all,2.2,1,0,4,0,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",their awareness of other people's lives and experiences,71,24,5,0.8,0.0,0.2,positive,1,0,positive
23,74,,,,,all,2.333333333333333,0,0,3,0,"their participation in positive events that are fun, joyous, and exciting",their ability to consider the purpose and meaning of a good life,23,74,3,1.0,0.0,0.0,positive,1,0,positive
15,22,,,,,all,2.25,0,0,4,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)","time they spend connecting with others toward a shared goal, mission, faith, culture, interest",15,22,4,1.0,0.0,0.0,positive,1,0,positive
68,69,,,,,all,2.0,0,0,3,0,their ability to manage boredom,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",68,69,3,1.0,0.0,0.0,positive,1,0,positive
8,22,,,,,all,1.75,0,0,3,1,their having close friends,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",8,22,3,1.0,0.0,0.0,positive,1,0,positive
17,4,,,,,all,2.5,0,0,4,0,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)","their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",17,4,4,1.0,0.0,0.0,positive,1,0,positive
35,23,,,,,all,2.5,0,0,4,0,their ability to recover from negative or adverse events that happen to them (online or in person),"their participation in positive events that are fun, joyous, and exciting",35,23,4,1.0,0.0,0.0,positive,1,0,positive
5,18,,,,,all,1.8,0,0,5,0,"their access to resources of daily life (food, shelter, safe environment, money)",the number of places and groups of people where they are welcome and appreciated,5,18,5,1.0,0.0,0.0,positive,1,0,positive
38,7,,,,,all,2.333333333333333,0,0,3,0,their ability to control and moderate their time online,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",38,7,3,1.0,0.0,0.0,positive,1,0,positive
72,3,,,,,all,2.333333333333333,0,0,3,0,their ability to relax when they're stressed,their willingness to use mental health resources,72,3,3,1.0,0.0,0.0,positive,1,0,positive
13,4,,,,,all,2.5,1,0,3,0,their awareness of what's happening among their friends,"their access to help from trusted others to do something, learn something, or get through a hard time emotionally or financially",13,4,4,0.75,0.0,0.25,positive,1,0,positive
16,22,,,,,all,2.5,0,0,4,0,the presence and experience of love in their life,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",16,22,4,1.0,0.0,0.0,positive,1,0,positive
63,61,,,,,all,2.5,0,0,4,0,their ability to trust that adults in their life have their best interests at heart,their belief that they will be found if they get lost,63,61,4,1.0,0.0,0.0,positive,1,0,positive
57,18,,,,,all,1.8,0,0,4,0,their belief that they are part of a community,the number of places and groups of people where they are welcome and appreciated,57,18,4,1.0,0.0,0.0,positive,1,0,positive
44,33,,,,,all,2.0,0,0,4,0,their ability to control or manage personal information they disclose online,their ability to engage with systems and institutions designed to support them,44,33,4,1.0,0.0,0.0,positive,1,0,positive
23,14,,,,,all,2.25,0,0,4,0,"their participation in positive events that are fun, joyous, and exciting",their ability to tell their friends about their life and experiences,23,14,4,1.0,0.0,0.0,positive,1,0,positive
49,73,,,,,all,2.0,0,0,4,0,their assurance that they are not not alone and have others to depend on,their ability to get enough sleep,49,73,4,1.0,0.0,0.0,positive,1,0,positive
73,33,,,,,all,2.0,0,0,4,0,their ability to get enough sleep,their ability to engage with systems and institutions designed to support them,73,33,4,1.0,0.0,0.0,positive,1,0,positive
16,63,,,,,all,1.6666666666666667,0,0,3,0,the presence and experience of love in their life,their ability to trust that adults in their life have their best interests at heart,16,63,3,1.0,0.0,0.0,positive,1,0,positive
15,24,,,,,all,2.0,0,0,4,0,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)",their awareness of other people's lives and experiences,15,24,4,1.0,0.0,0.0,positive,1,0,positive
67,12,,,,,all,2.0,1,0,4,0,their ability to concentrate without interruption,the time they spend with friends in person,67,12,5,0.8,0.0,0.2,positive,1,0,positive
14,17,,,,,all,1.75,1,0,3,0,their ability to tell their friends about their life and experiences,"their having at least one positive adult relationship (with a parent, relative, teacher, coach, etc.)",14,17,4,0.75,0.0,0.25,positive,1,0,positive
46,5,,,,,all,2.0,0,0,3,0,their ability to face and overcome challenges,"their access to resources of daily life (food, shelter, safe environment, money)",46,5,3,1.0,0.0,0.0,positive,1,0,positive
62,58,,,,,all,2.0,0,0,4,0,"their desire for popularity (likes, followers, shares)",their belief that everyone is better off than they are,62,58,4,1.0,0.0,0.0,positive,1,0,positive
70,76,,,,,all,2.0,0,0,4,1,their ability to explore their identity safely,their ability to recognize when they're going gown down a trap of negative content or comments,70,76,4,1.0,0.0,0.0,positive,1,0,positive
26,16,,,,,all,1.6666666666666667,0,0,3,0,"their exposure to positive parenting (consistent, respectful, supportive)",the presence and experience of love in their life,26,16,3,1.0,0.0,0.0,positive,1,0,positive
59,12,,,,,all,2.25,0,0,4,0,their level of self confidence,the time they spend with friends in person,59,12,4,1.0,0.0,0.0,positive,1,0,positive
75,33,,,,,all,2.4285714285714284,0,0,7,0,their ability to set goals and take actions towards those goals,their ability to engage with systems and institutions designed to support them,75,33,7,1.0,0.0,0.0,positive,1,0,positive
69,8,,,,,all,2.6666666666666665,0,0,3,0,"their ability to develop proficiency at a hobby, instrument, game, business or other personal interest",their having close friends,69,8,3,1.0,0.0,0.0,positive,1,0,positive
65,0,,,,,all,2.333333333333333,0,0,3,0,their ability to empathize with and understand other perspectives,"their access to trusted information about mental, physical and sexual health & development",65,0,3,1.0,0.0,0.0,positive,1,0,positive
22,68,,,,,all,2.25,0,0,4,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",their ability to manage boredom,22,68,4,1.0,0.0,0.0,positive,1,0,positive
37,21,,,,,all,2.5,0,0,4,0,their ability to cope with anxious feelings,their ability to help others and/or contribute to something bigger than themselves,37,21,4,1.0,0.0,0.0,positive,1,0,positive
46,24,,,,,all,2.333333333333333,0,0,3,0,their ability to face and overcome challenges,their awareness of other people's lives and experiences,46,24,3,1.0,0.0,0.0,positive,1,0,positive
47,50,,,,,all,2.5,1,0,3,0,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their ability to evaluate the emotional risk before an action they want to take,47,50,4,0.75,0.0,0.25,positive,1,0,positive
16,74,,,,,all,2.0,0,0,3,0,the presence and experience of love in their life,their ability to consider the purpose and meaning of a good life,16,74,3,1.0,0.0,0.0,positive,1,0,positive
49,74,,,,,all,2.1666666666666665,1,0,4,1,their assurance that they are not not alone and have others to depend on,their ability to consider the purpose and meaning of a good life,49,74,5,0.8,0.0,0.2,positive,1,0,positive
54,55,,,,,all,2.0,0,0,4,0,"their ability to know who their real, trusted friends are",their ability to know the benefit of sharing information online,54,55,4,1.0,0.0,0.0,positive,1,0,positive
47,56,,,,,all,2.6,0,0,4,1,"their certainty that others ""have their back"" (will support them in the event of mistakes or hardships)",their certainty that they matter to themself and to others,47,56,4,1.0,0.0,0.0,positive,1,0,positive
15,34,,,,,all,2.5,1,0,4,1,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)","their time to appreciate new quality experiences (nature, culture, sports, learnings, personal insights)",15,34,5,0.8,0.0,0.2,positive,1,0,positive
31,19,,,,,all,2.4,0,0,4,1,"the ability of ""the internet"" to remember or keep positive moments of their life forever accessible",the time they spend learning about their heritage and culture,31,19,4,1.0,0.0,0.0,positive,1,0,positive
37,71,,,,,all,2.142857142857143,1,0,5,1,their ability to cope with anxious feelings,"their ability to pursue personal interests that people around them might not share (an instrument, a hobby)",37,71,6,0.8333333333333334,0.0,0.16666666666666666,positive,1,0,positive
57,59,,,,,all,2.2,0,0,4,1,their belief that they are part of a community,their level of self confidence,57,59,4,1.0,0.0,0.0,positive,1,0,positive
7,37,,,,,all,2.4,0,1,3,1,"the time they spend doing something physical (working, sports, volunteering, being outdoors, etc)",their ability to cope with anxious feelings,7,37,4,0.75,0.25,0.0,positive,1,0,positive
37,3,,,,,all,2.6,0,1,3,1,their ability to cope with anxious feelings,their willingness to use mental health resources,37,3,4,0.75,0.25,0.0,positive,1,0,positive
32,58,,,,,all,2.2,1,3,0,1,"the ability of ""the internet""  to forget or remove negative moments of their life so it's not forever accessible",their belief that everyone is better off than they are,32,58,4,0.0,0.75,0.25,negative,0,1,positive
15,5,,,,,all,2.0,0,1,3,1,"the time they spend with social groups (religious, volunteer, government, tribe, hobby, etc.)","their access to resources of daily life (food, shelter, safe environment, money)",15,5,4,0.75,0.25,0.0,positive,1,0,positive
62,14,,,,,all,2.2,0,4,0,1,"their desire for popularity (likes, followers, shares)",their ability to tell their friends about their life and experiences,62,14,4,0.0,1.0,0.0,negative,0,1,positive
63,23,,,,,all,2.333333333333333,0,0,3,0,their ability to trust that adults in their life have their best interests at heart,"their participation in positive events that are fun, joyous, and exciting",63,23,3,1.0,0.0,0.0,positive,1,0,positive
22,1,,,,,all,2.0,1,0,3,0,"time they spend connecting with others toward a shared goal, mission, faith, culture, interest",their access to trusted information about mental health,22,1,4,0.75,0.0,0.25,positive,1,0,positive
